iid,grupo,or,ctor,sexo,edad,inve,uso_app,tarjeta_debito,tipo_tarjeta,formacion
3972,trat1,1,0,0,43.11256681,42768.48569,1,0,3,4
3973,trat2,1,1,0,31.35418231,70997.3021,1,0,3,3
3974,trat1,1,1,0,47.7917017,52850.77027,1,1,4,2
3975,trat1,1,0,1,49.37101626,53633.17525,0,1,3,2
3976,trat1,1,0,1,38.56333209,50461.9016,0,1,3,2
3977,trat2,1,1,0,37.35148498,73057.54819,0,1,1,2
3978,trat1,0,0,1,50.54232261,35702.20123,0,1,2,5
3979,trat1,1,1,0,47.65918345,58343.67392,1,1,1,3
3980,trat2,1,1,1,27.19715144,69364.14852,1,1,3,2
3981,ctrl,0,0,1,40.29881725,42943.49763,1,1,3,3
3982,trat2,0,0,0,57.45716695,48603.99231,1,1,4,3
3983,trat1,1,0,0,41.58688237,44568.37871,0,0,3,5
3984,ctrl,0,0,1,41.38913275,61159.45548,1,0,2,2
3985,trat2,1,0,0,48.0887494,56432.57443,1,1,2,5
3986,trat1,0,0,1,53.33727908,43993.36026,1,0,2,4
3987,ctrl,0,0,0,67.0587727,36979.1464,0,0,3,3
3988,trat2,1,1,1,29.97783088,63956.52524,1,1,3,2
3989,ctrl,1,1,0,51.12996624,25306.15031,0,0,2,3
3990,ctrl,1,0,0,42.58110192,61661.91748,1,0,3,2
3991,trat2,1,1,1,45.74819772,62113.24173,0,0,3,3
3992,ctrl,1,0,0,63.1103784,47902.76407,1,0,5,2
3993,trat2,0,0,0,48.01806695,40842.61665,0,1,5,2
3994,trat1,1,0,0,59.69824032,52587.62016,1,1,2,2
3995,trat2,0,0,1,55.41587962,51077.54627,0,1,4,2
3996,ctrl,0,0,1,47.43561061,42347.66881,0,1,3,3
3997,trat1,1,1,1,52.98019447,58437.45799,0,0,2,2
3998,trat1,0,0,0,62.49041103,50981.34465,0,0,2,3
3999,ctrl,0,0,0,42.94771509,52512.07822,1,0,3,2
4000,trat2,0,0,0,42.0812322,50181.84658,1,1,3,3
4001,ctrl,0,0,0,53.51483713,45691.07442,0,0,3,4
4002,trat1,1,1,0,65.6815029,66586.80693,0,1,3,2
4003,trat2,1,1,0,27.1258641,62127.933,1,1,3,2
4004,trat1,0,0,1,46.36781741,51792.80207,1,0,1,2
4005,ctrl,0,0,0,51.16186944,42294.65065,0,0,2,3
4006,ctrl,1,1,1,50.89806631,31710.18065,1,1,2,2
4007,trat1,0,0,1,47.70692781,39205.67304,0,1,3,5
4008,ctrl,0,0,1,46.07462253,44214.67076,1,1,3,2
4009,trat2,1,0,1,50.37703551,31251.07941,0,0,2,2
4010,trat1,1,1,0,50.72615421,66194.5555,0,1,3,5
4011,ctrl,0,0,0,35.39569772,62767.02443,1,1,3,3
4012,trat1,0,0,1,47.27906485,47537.37146,1,1,3,3
4013,ctrl,1,0,0,29.9017506,46403.696,1,0,2,5
4014,ctrl,1,1,0,47.82761375,29186.80363,0,1,2,2
4015,ctrl,1,0,1,41.49571971,52553.2478,0,1,4,3
4016,trat1,0,0,1,56.03752588,47372.18038,1,0,3,1
4017,trat1,0,0,0,44.27664314,43293.26187,0,1,5,3
4018,trat1,1,1,0,58.98882175,54256.23154,1,1,1,5
4019,ctrl,0,0,1,49.5287095,49251.08334,0,0,2,3
4020,trat2,0,0,0,24.46942081,56863.28907,0,0,2,2
4021,ctrl,1,0,1,55.74087495,39848.74371,0,1,5,3
4022,trat1,0,0,0,49.16957228,49307.07308,1,0,2,3
4023,trat1,1,1,0,48.53844636,60737.77916,0,0,1,4
4024,trat2,1,1,1,26.68846115,73690.372,1,0,3,3
4025,trat1,1,1,1,52.48398383,61545.32391,0,0,1,2
4026,trat1,1,0,1,52.12785544,46488.38138,1,1,2,3
4027,trat1,0,0,1,64.26388271,42453.08357,0,0,3,3
4028,trat2,0,0,1,50.79206501,52569.40609,0,1,5,2
4029,trat2,1,1,0,41.13965457,66330.60468,1,1,3,3
4030,trat1,1,1,0,47.68873969,61050.82006,1,0,3,3
4031,trat1,1,1,0,55.7398719,55493.30532,0,1,3,3
4032,trat2,1,1,0,18,67973.28911,1,0,3,3
4033,ctrl,0,0,0,58.47714759,42478.77472,0,0,3,3
4034,trat2,1,0,1,39.23430234,34271.7637,0,1,2,4
4035,trat2,1,1,0,45.2902953,67030.08262,1,0,5,3
4036,trat1,1,0,1,30.71166663,56921.59603,0,0,3,2
4037,ctrl,0,0,1,51.71535128,41049.8105,0,1,2,5
4038,trat1,1,1,0,34.28117441,50957.13924,1,1,3,2
4039,trat1,1,1,0,58.42487457,53902.32846,1,1,3,4
4040,trat1,0,0,0,70,51007.00091,0,0,2,2
4041,trat2,1,1,0,23.45624752,65644.29171,0,1,3,4
4042,trat2,1,1,1,30.01378334,66396.24386,0,0,5,5
4043,trat1,1,0,1,51.60492428,34173.72947,0,0,2,2
4044,trat2,1,1,0,27.9400738,63891.85985,0,0,4,2
4045,trat1,1,0,1,50.54678818,44118.78559,1,0,5,3
4046,ctrl,0,0,1,55.14718832,42138.92403,1,0,3,3
4047,trat2,0,0,1,58.16793672,50487.04952,1,0,2,2
4048,ctrl,0,0,1,43.35015456,57199.33221,1,0,2,3
4049,ctrl,0,0,1,56.23366826,52360.01082,1,1,3,1
4050,trat1,1,1,1,59.77541053,56379.76974,0,1,5,2
4051,ctrl,0,0,0,70,43634.04077,1,0,5,4
4052,trat2,1,1,0,26.67354932,64299.73742,1,1,4,3
4053,trat2,1,0,1,61.74225157,41909.60624,1,1,1,3
4054,ctrl,0,0,1,55.66249069,49834.31023,1,0,3,3
4055,trat2,0,0,0,56.93301299,39746.18232,1,0,2,2
4056,trat1,0,0,1,58.71803299,41622.72051,0,1,2,2
4057,trat1,1,1,1,36.21642795,57311.43157,0,1,3,3
4058,ctrl,1,0,1,61.72518878,53208.05882,0,1,2,2
4059,ctrl,0,0,0,42.60396151,43960.74492,0,0,3,3
4060,trat2,1,0,0,53.79372382,43384.18363,0,1,1,3
4061,ctrl,0,0,0,40.33621157,55480.71451,0,1,3,2
4062,ctrl,0,0,1,67.06768453,41504.65374,0,0,2,4
4063,trat2,1,0,0,44.08510379,39783.19797,0,0,4,3
4064,ctrl,0,0,1,39.60428607,38051.57051,1,0,2,2
4065,trat1,1,0,1,41.45123491,51423.10146,0,1,3,2
4066,trat1,1,1,0,46.58149375,56149.24386,1,0,5,2
4067,trat1,1,0,0,43.65001072,45644.96696,0,1,3,3
4068,ctrl,0,0,0,32.70664561,47486.81419,1,1,2,5
4069,ctrl,0,0,0,41.38432349,45105.42513,1,0,3,2
4070,trat2,1,1,0,37.25232725,67071.15375,0,1,3,3
4071,trat2,1,1,0,27.18243784,60954.68,0,1,3,4
4072,trat2,1,1,1,33.41215687,58397.50771,1,1,5,3
4073,trat2,1,1,0,18,66481.44269,1,0,3,2
4074,ctrl,1,0,1,32.31378481,39947.88601,1,0,2,2
4075,trat1,0,0,0,55.03234522,44810.53058,1,0,2,2
4076,trat1,1,0,0,49.52128543,47752.48204,1,0,2,3
4077,trat1,1,0,0,46.39546169,52579.01853,0,1,2,3
4078,trat1,1,1,1,46.75027486,64477.89292,1,0,2,1
4079,trat2,1,0,1,39.70402287,51546.74736,0,1,2,5
4080,trat2,0,0,0,21.30686968,59400.61248,0,0,2,5
4081,trat2,0,0,1,48.87496037,32717.25636,0,1,3,3
4082,ctrl,0,0,0,44.94285016,49267.74914,0,1,3,2
4083,trat1,1,1,1,55.30430185,58136.17871,0,0,2,2
4084,trat1,0,0,0,50.6056959,37276.17781,0,0,2,2
4085,ctrl,0,0,0,22.22773745,43124.25034,1,1,3,2
4086,trat1,1,0,1,54.76375266,47634.59307,0,1,2,2
4087,trat2,1,1,0,37.75091275,66045.35301,1,1,3,3
4088,trat1,0,0,0,44.18374201,46184.16533,1,0,2,3
4089,trat1,0,0,0,48.40732905,39305.4526,0,0,3,3
4090,trat1,1,1,0,41.13090309,58222.68047,0,1,3,3
4091,ctrl,0,0,0,39.31228607,50445.24444,0,0,2,3
4092,ctrl,0,0,0,47.03098803,39412.48953,1,0,2,2
4093,trat2,0,0,1,51.01998835,49179.01819,0,0,2,2
4094,ctrl,1,1,0,52.84623713,30296.34242,1,0,5,3
4095,trat2,1,0,1,49.74938164,40017.62901,1,1,3,3
4096,trat2,1,1,0,27.21411416,59153.06672,0,1,5,3
4097,ctrl,0,0,0,39.06193647,39855.50841,0,0,3,2
4098,trat1,0,0,1,44.87940471,55463.26997,1,1,3,2
4099,ctrl,1,0,0,41.54460234,51688.518,1,1,2,1
4100,trat2,0,0,1,54.72951347,38078.76986,0,1,3,4
4101,trat2,0,0,0,60.62624522,43611.59349,0,1,3,3
4102,ctrl,0,0,1,50.25108251,39495.72588,1,1,3,3
4103,trat2,0,0,0,57.59033364,22692.11407,0,1,3,3
4104,trat1,0,0,1,52.32596552,46661.17555,1,1,2,4
4105,trat1,0,0,1,54.67107916,41463.48031,1,1,2,3
4106,trat2,1,1,0,31.67419857,67412.40916,1,0,3,2
4107,trat1,1,0,1,48.76479672,39126.81169,0,1,3,3
4108,trat1,0,0,0,60.21434835,49767.65652,0,0,3,2
4109,trat2,1,1,1,50.23877824,70708.36442,1,1,1,1
4110,trat1,0,0,0,47.8641075,35903.45151,0,1,3,3
4111,trat2,1,1,0,40.87457547,65964.68138,1,1,2,2
4112,trat2,1,1,1,49.15584327,65858.56955,0,1,5,2
4113,trat2,0,0,1,60.80893818,57868.73647,1,1,3,2
4114,trat2,1,1,0,22.30759513,67919.10068,0,1,3,2
4115,trat1,0,0,1,54.71360892,44194.50071,0,0,3,4
4116,trat2,1,0,1,39.18065314,36564.58107,1,0,2,2
4117,trat2,1,0,0,56.39205754,54884.33304,1,1,3,2
4118,trat2,0,0,1,48.75243038,39667.35901,0,0,2,2
4119,trat2,1,1,0,28.66589088,61845.23865,1,0,3,4
4120,trat1,0,0,1,42.5724734,44982.65509,1,1,3,3
4121,trat1,0,0,0,56.39816093,48908.41917,1,1,5,3
4122,trat1,1,0,0,61.71085193,38391.10358,0,0,3,5
4123,ctrl,0,0,1,61.11071372,33589.98743,0,1,3,1
4124,ctrl,1,0,0,58.94518639,53321.12581,0,0,2,3
4125,trat1,1,0,0,50.56087966,47081.27041,0,1,3,2
4126,trat1,1,1,1,50.17685507,67446.62107,0,1,3,4
4127,trat2,0,0,0,51.26036024,37824.20772,0,0,5,4
4128,trat1,1,0,0,41.51378566,40206.11061,1,1,5,3
4129,trat2,1,1,1,43.42014773,56127.94464,0,1,3,3
4130,ctrl,0,0,0,63.48630137,41602.83712,0,0,2,2
4131,ctrl,0,0,0,57.06346986,52476.81639,0,0,2,3
4132,trat2,1,1,0,26.31218801,69704.17012,1,0,3,4
4133,trat2,0,0,0,48.9743536,63892.8977,1,0,3,2
4134,trat1,1,0,1,55.73165819,32632.70439,1,0,1,2
4135,trat2,0,0,1,51.93015733,53484.3006,0,0,2,3
4136,ctrl,0,0,1,70,48871.80262,0,1,2,2
4137,ctrl,0,0,0,43.4674012,41141.86421,1,1,3,3
4138,ctrl,1,1,0,52.52481501,27573.07844,1,1,3,2
4139,ctrl,0,0,0,32.54342133,41592.87704,0,1,2,3
4140,trat1,1,0,1,42.80666012,45720.98774,0,1,3,3
4141,trat1,1,1,0,48.17889184,57942.01207,1,1,5,1
4142,trat1,1,0,1,48.81161233,46568.49668,1,1,4,3
4143,trat2,1,1,0,27.43447219,59514.78288,1,1,3,2
4144,ctrl,1,1,1,52.3253975,29280.27334,1,1,2,2
4145,ctrl,0,0,1,38.98693399,46975.87647,1,0,2,3
4146,trat1,0,0,1,41.69746431,35807.29323,1,1,2,2
4147,ctrl,0,0,1,48.99532899,42142.67293,0,0,3,5
4148,ctrl,0,0,1,44.12070819,51507.07501,0,0,5,3
4149,trat2,1,1,0,53.1347103,59044.35413,1,1,2,2
4150,ctrl,0,0,1,46.08250659,48000.85673,0,1,3,3
4151,ctrl,0,0,0,39.61405547,43690.8161,0,1,2,3
4152,ctrl,0,0,1,58.88991411,43267.94226,0,1,1,4
4153,trat1,1,1,1,56.64273302,65565.90668,0,1,3,2
4154,trat1,1,1,0,31.77265337,55405.25502,1,0,3,4
4155,ctrl,1,0,0,43.80740233,37479.8127,1,0,3,2
4156,trat2,1,1,0,31.80997577,67679.87775,0,0,3,1
4157,ctrl,1,0,0,32.23125902,40828.48407,0,1,2,2
4158,trat2,0,0,1,52.84880027,34667.755,0,0,3,2
4159,ctrl,0,0,0,46.00642019,40003.08518,1,1,3,3
4160,trat1,0,0,1,46.55945658,36720.93651,0,1,3,1
4161,ctrl,1,0,1,46.12452825,50142.00215,1,1,5,3
4162,ctrl,0,0,1,49.67469146,37984.30974,1,0,3,2
4163,ctrl,0,0,1,47.27110859,46584.84549,0,1,2,3
4164,ctrl,0,0,0,45.30750655,55902.23278,0,1,1,2
4165,trat2,1,1,0,30.05256898,64311.82966,1,1,5,3
4166,ctrl,0,0,0,47.78010916,28669.54787,0,0,3,3
4167,trat2,0,0,1,22.29334469,42354.34988,1,0,3,3
4168,trat2,0,0,1,43.44981696,51803.11161,0,0,2,4
4169,trat2,1,1,1,40.92677395,63548.71568,1,1,3,3
4170,trat1,1,0,0,40.49432262,43392.59983,0,1,2,3
4171,ctrl,0,0,0,50.31257498,43949.46854,1,0,3,2
4172,trat1,1,1,1,54.11103077,63736.14564,1,0,3,2
4173,ctrl,1,0,1,47.307023,39332.47399,0,0,2,4
4174,ctrl,1,1,0,32.69039801,28880.43354,1,1,2,4
4175,trat2,1,0,1,48.92379077,46295.39318,0,1,2,2
4176,trat1,1,0,1,50.58886851,41201.29111,1,1,3,3
4177,ctrl,1,1,1,47.15610884,31626.90671,0,1,2,2
4178,ctrl,0,0,0,61.58706463,59101.97867,1,0,2,3
4179,ctrl,0,0,0,46.82603524,43264.91916,0,0,3,3
4180,ctrl,1,0,0,51.66190359,42400.12301,0,1,3,2
4181,trat1,1,1,1,50.91055316,63586.83787,0,0,3,1
4182,trat1,0,0,1,38.03377928,60859.16797,0,0,5,2
4183,trat2,1,1,0,36.73439668,65176.453,0,0,1,1
4184,trat1,1,1,1,44.97244072,52786.53594,0,0,5,3
4185,ctrl,0,0,0,41.5928675,46832.41871,1,1,2,2
4186,trat2,1,1,0,40.2996674,67325.07681,1,1,3,3
4187,ctrl,0,0,0,35.55492905,54572.59285,1,0,3,1
4188,ctrl,0,0,0,51.04111994,54227.66126,1,0,5,2
4189,trat2,0,0,0,59.35770551,41645.37509,1,1,2,2
4190,trat1,1,1,1,46.09995087,55550.83159,1,1,3,2
4191,ctrl,0,0,0,48.51565891,39273.18975,0,1,5,2
4192,trat2,0,0,1,57.54669493,49614.95444,1,1,2,2
4193,ctrl,1,0,1,56.74456301,41470.56518,0,1,2,3
4194,trat1,1,1,0,44.34496627,57536.78852,1,0,3,3
4195,trat2,1,0,1,38.93588739,43464.91992,0,1,3,3
4196,ctrl,0,0,1,66.37245073,46698.99244,0,0,3,2
4197,trat1,1,1,0,40.47893899,56815.08228,0,1,3,2
4198,trat1,0,0,0,57.0906276,54329.16121,1,0,3,2
4199,trat2,1,1,0,36.0982322,60989.41991,1,1,2,3
4200,trat2,0,0,0,57.73654639,32711.65347,0,0,2,2
4201,trat2,1,1,0,53.76765879,64626.20312,1,1,3,3
4202,ctrl,1,0,0,61.51378352,31945.69495,0,0,3,3
4203,trat2,1,1,0,27.14878744,68954.22065,1,0,3,3
4204,trat2,1,1,0,48.38393922,58039.10488,1,0,3,2
4205,trat1,0,0,0,70,35869.99194,0,1,2,2
4206,trat2,0,0,1,54.72945666,45862.05187,0,0,3,3
4207,trat2,1,0,0,52.64849524,42949.81344,1,0,5,3
4208,trat1,1,1,1,47.17996466,54862.57677,1,0,3,2
4209,trat1,1,1,0,59.02529044,57814.45921,0,1,3,2
4210,ctrl,0,0,1,38.14259767,36818.82339,1,1,2,2
4211,ctrl,0,0,1,55.56227602,52318.74824,1,1,1,4
4212,trat1,1,0,1,51.55395966,44192.2054,1,0,2,2
4213,trat2,0,0,1,45.56415784,35396.27467,0,1,5,2
4214,trat2,0,0,1,47.38459465,39103.86995,0,0,3,2
4215,ctrl,0,0,1,46.92083363,36726.81172,1,1,2,4
4216,trat2,0,0,1,47.4247086,47259.10117,0,0,3,3
4217,trat2,0,0,1,53.86014413,35547.68424,1,0,2,3
4218,ctrl,1,0,1,39.79291097,49262.00927,0,1,2,4
4219,trat2,1,0,0,48.80351358,44163.83825,1,0,3,3
4220,trat2,1,1,0,49.5715121,62920.08526,1,1,3,2
4221,trat2,1,1,0,33.86947234,63082.64186,1,0,3,2
4222,trat2,1,1,0,29.4377027,57113.97734,0,1,4,2
4223,ctrl,0,0,1,50.05821381,50871.46047,0,1,3,3
4224,ctrl,0,0,1,64.22695625,42996.03192,0,1,3,2
4225,ctrl,0,0,0,69.59713764,39362.60579,0,1,2,3
4226,trat2,1,1,0,43.61675582,60979.47753,0,0,3,4
4227,trat2,0,0,0,39.13507592,39344.45197,0,0,3,2
4228,trat2,0,0,0,48.14243869,49838.6439,0,1,3,2
4229,trat1,1,1,0,55.30150199,65052.91174,0,1,3,2
4230,ctrl,0,0,1,68.01100612,32274.80307,1,0,3,5
4231,ctrl,0,0,1,50.77180659,49640.4361,0,1,3,2
4232,trat2,0,0,0,43.88027112,42779.34509,0,1,5,2
4233,trat2,1,1,0,37.40189141,69078.58779,1,1,3,4
4234,trat1,0,0,1,37.11544769,49211.04598,1,0,3,3
4235,trat2,1,1,1,21.01806688,72700.23584,0,1,3,3
4236,trat2,1,0,0,52.88031976,46714.78979,0,1,3,3
4237,ctrl,0,0,1,52.88490126,41060.75575,1,0,4,1
4238,ctrl,1,0,1,48.09927501,45431.21612,1,0,2,3
4239,trat2,0,0,0,57.01728446,33400.72052,1,1,3,3
4240,ctrl,0,0,1,61.68877242,52365.00956,1,1,2,5
4241,trat2,1,1,0,55.73691058,61234.76488,1,1,2,2
4242,trat1,1,0,0,26.27739337,41025.80524,1,0,3,2
4243,ctrl,1,0,0,54.12976454,51719.33974,0,0,1,3
4244,ctrl,1,0,0,62.09721876,42540.40657,0,1,3,2
4245,trat1,1,0,1,43.32080753,50222.48404,1,0,1,3
4246,ctrl,0,0,0,56.71616253,35592.90114,1,0,2,3
4247,trat1,1,1,0,45.0595108,61518.71715,0,0,3,2
4248,ctrl,1,0,0,70,48087.3858,0,1,2,2
4249,trat1,1,0,0,30.65002459,48271.19233,1,1,1,2
4250,trat1,0,0,0,40.21549311,35694.65051,1,1,5,2
4251,trat1,1,1,0,58.92224178,63253.8127,0,1,3,2
4252,trat2,1,1,1,28.61815054,70263.01569,0,1,3,4
4253,ctrl,0,0,1,56.01984355,42837.35144,0,1,5,2
4254,trat1,1,0,0,32.32705403,42710.71144,0,1,3,2
4255,ctrl,1,0,0,45.42377432,52023.47148,0,0,3,1
4256,trat1,1,1,0,55.65782109,48038.86408,1,1,5,2
4257,trat2,1,1,0,35.9974651,66905.57494,0,1,3,3
4258,trat2,0,0,0,60.83246684,45166.29743,0,1,5,1
4259,trat1,1,1,0,49.92575608,58247.61595,0,0,5,3
4260,trat2,0,0,0,56.27078063,29587.83929,1,0,3,3
4261,trat2,0,0,1,46.72338153,45012.64412,0,1,5,3
4262,trat2,1,1,1,31.93740646,71225.32042,1,0,5,2
4263,ctrl,1,0,1,60.37522874,48245.02593,0,0,2,2
4264,trat1,1,1,0,56.20278972,60218.55747,1,0,2,2
4265,ctrl,0,0,0,39.53934583,47942.77893,1,0,2,3
4266,trat1,0,0,0,29.64576871,50846.19151,1,1,3,2
4267,trat1,1,0,1,49.68069523,31036.89565,1,1,3,3
4268,trat2,1,1,0,35.77836009,56356.20302,1,0,1,2
4269,ctrl,1,1,0,57.72346387,28285.63943,1,0,2,2
4270,trat1,1,0,1,55.01002905,42438.03427,1,0,2,2
4271,trat2,0,0,0,55.58914281,40786.21638,1,1,2,3
4272,trat1,0,0,0,47.9177861,48414.41054,1,1,1,2
4273,trat2,1,0,1,26.47248949,38379.26266,0,1,2,3
4274,trat2,1,1,0,38.53690124,62268.15183,1,1,1,1
4275,ctrl,1,0,1,42.31578889,51766.3246,1,0,2,2
4276,ctrl,0,0,0,50.67146847,45110.22662,0,1,2,1
4277,trat2,1,1,0,34.90869759,69467.53642,1,1,3,3
4278,trat2,1,1,1,33.39254906,57726.95261,0,1,3,2
4279,ctrl,0,0,0,46.56401329,46347.54177,0,0,5,2
4280,ctrl,1,0,1,52.81955442,38262.02122,1,0,3,3
4281,trat1,1,1,1,50.33325292,54505.23798,0,0,3,2
4282,trat1,1,1,0,34.11523533,64526.54428,1,1,3,3
4283,ctrl,0,0,0,52.64499329,41170.98044,1,0,2,3
4284,trat1,1,1,0,43.00541967,62995.30082,0,1,3,3
4285,ctrl,0,0,0,65.24743867,37772.21412,0,1,3,2
4286,trat2,0,0,0,61.52262842,42199.69675,1,1,3,2
4287,ctrl,1,0,1,51.69511985,42002.93902,0,1,5,3
4288,trat2,0,0,0,40.09001706,54616.27186,1,0,2,3
4289,trat2,1,1,0,52.50039242,63658.61629,1,1,3,2
4290,trat2,0,0,0,57.52405249,44653.19838,0,0,2,3
4291,ctrl,0,0,0,61.87443329,48366.49799,0,1,3,4
4292,trat2,0,0,1,55.07617615,46919.83785,1,0,3,3
4293,ctrl,1,0,1,54.15642697,49872.77034,1,0,2,2
4294,ctrl,0,0,1,57.02721532,50006.06245,0,1,3,5
4295,trat2,1,1,0,63.33889832,67960.30219,1,0,3,4
4296,ctrl,0,0,0,58.39855281,44435.32869,0,0,2,3
4297,ctrl,0,0,0,61.69104206,42926.56883,0,1,3,2
4298,trat2,1,1,1,36.44507923,66222.60181,0,0,2,4
4299,trat2,1,1,1,29.09828817,70260.77592,1,0,3,2
4300,trat2,1,1,1,42.87189245,70541.02661,1,0,3,3
4301,trat1,0,0,1,58.1402162,29120.91757,1,0,4,5
4302,trat1,1,0,0,51.79962545,48185.9129,0,1,5,5
4303,trat1,1,0,1,19.87915,52862.65466,1,0,3,2
4304,trat1,1,0,0,38.88906839,37093.61046,1,0,2,4
4305,trat1,0,0,0,45.97196531,52377.23419,1,0,2,2
4306,trat1,0,0,0,69.14404019,43681.94173,0,1,5,3
4307,trat1,1,0,1,49.74589861,37132.77245,1,1,2,2
4308,ctrl,0,0,1,66.89936351,37595.15713,0,0,3,2
4309,trat1,1,0,1,48.53216175,54243.71175,0,0,3,4
4310,ctrl,0,0,0,53.89108205,43739.21002,1,0,2,3
4311,trat2,1,1,0,31.95289665,52462.77138,0,0,3,2
4312,trat1,0,0,0,45.46286421,40208.61248,1,1,2,3
4313,ctrl,0,0,1,34.36800259,40787.07635,1,1,2,2
4314,ctrl,0,0,1,47.56831946,37294.9865,0,0,3,1
4315,ctrl,1,0,0,57.78137945,31592.27235,0,0,3,3
4316,trat1,0,0,0,57.28499132,46970.3287,1,1,1,2
4317,trat2,0,0,1,56.26980222,52245.39679,1,0,3,3
4318,trat2,1,0,0,54.20420214,46107.41227,1,1,3,2
4319,trat1,0,0,0,43.94084607,49669.48144,1,1,3,3
4320,ctrl,0,0,1,68.88675525,38915.29595,1,0,1,2
4321,trat2,1,1,0,33.27751527,66356.81048,1,0,3,5
4322,ctrl,0,0,1,43.2415866,49463.3794,0,0,2,3
4323,trat1,0,0,0,54.739409,35122.44691,1,1,3,2
4324,trat2,0,0,1,51.46956335,48631.47015,1,0,3,4
4325,ctrl,0,0,1,55.73030476,42583.65078,0,1,3,4
4326,ctrl,0,0,1,48.84761703,44679.2369,0,1,3,2
4327,trat2,1,1,0,39.0756467,73188.9084,1,0,3,2
4328,trat2,1,1,0,25.62094377,65178.64481,1,0,3,2
4329,trat2,0,0,0,37.37669954,40030.86306,0,0,3,2
4330,ctrl,0,0,1,59.44422143,48864.85932,0,1,3,2
4331,trat2,1,1,1,48.09656877,69371.36654,1,1,3,3
4332,trat1,1,1,0,45.62741627,52383.84391,0,1,5,3
4333,trat2,1,1,0,52.43359696,68483.01175,1,0,3,3
4334,trat2,1,1,0,40.2617406,68154.53947,0,0,3,3
4335,ctrl,1,1,0,63.94723993,30047.56709,0,1,3,2
4336,trat2,1,1,0,31.1607533,69999.27549,0,0,4,2
4337,trat2,1,1,1,49.0023343,68741.42802,1,0,3,3
4338,trat2,1,1,0,18,71813.78077,1,0,3,4
4339,trat2,0,0,1,31.2780658,44710.07146,0,1,5,2
4340,ctrl,1,0,1,45.0397402,31862.10354,1,0,1,1
4341,trat2,0,0,1,41.55374897,26203.57629,0,0,2,2
4342,trat1,1,1,1,44.0865778,52773.12663,0,1,3,4
4343,ctrl,0,0,0,52.71043269,59425.69488,1,0,3,4
4344,trat2,1,1,0,26.67059447,63616.73001,0,0,3,3
4345,ctrl,0,0,1,43.46543294,60207.70245,1,1,2,3
4346,trat2,1,1,0,41.0294382,54941.22731,1,1,3,2
4347,ctrl,0,0,0,41.69301615,42293.27444,1,1,1,2
4348,trat2,1,1,0,46.91612544,58210.13561,1,0,3,3
4349,ctrl,0,0,1,46.11526686,36440.59418,1,1,2,2
4350,ctrl,1,1,1,64.19094721,28241.2756,0,0,4,2
4351,ctrl,0,0,0,50.82799235,49621.67417,1,1,3,3
4352,trat2,1,1,0,18,58742.35179,0,1,5,3
4353,trat2,0,0,1,43.4433698,41374.60304,0,1,1,3
4354,trat1,0,0,0,63.69058338,45777.90486,0,0,2,2
4355,trat2,1,1,0,26.93308651,64365.86884,1,1,3,2
4356,ctrl,0,0,1,55.53396074,37531.19377,0,1,3,3
4357,trat1,1,1,1,36.86375978,59899.64822,1,1,1,2
4358,ctrl,1,0,1,40.59639889,42573.75527,1,0,2,3
4359,trat1,0,0,1,69.61887093,45124.99823,1,0,4,2
4360,trat1,0,0,0,59.00292781,45980.60107,1,1,2,2
4361,trat1,0,0,0,38.95124493,52732.20506,0,1,2,4
4362,ctrl,0,0,0,45.77658861,40893.96753,1,1,3,2
4363,ctrl,1,0,0,59.16881286,46132.16511,0,1,3,3
4364,trat2,0,0,1,55.67189668,64340.05178,0,1,4,3
4365,trat2,1,0,1,33.64555466,49203.63284,1,1,5,2
4366,trat1,1,1,1,43.94919004,59523.13781,0,0,3,2
4367,trat1,1,0,1,57.26483871,41584.39783,0,0,2,3
4368,trat1,1,0,1,45.52342472,52808.8754,0,0,2,2
4369,trat2,1,1,0,38.8166758,68525.99451,0,0,3,2
4370,trat1,0,0,0,68.39728665,47964.61448,1,1,2,4
4371,ctrl,0,0,1,35.89198432,35360.39782,0,1,2,2
4372,ctrl,1,1,0,55.54383844,25663.68518,1,0,2,3
4373,ctrl,0,0,0,39.19605378,37788.84627,1,0,4,4
4374,trat1,0,0,1,64.54474562,45638.04357,1,0,2,2
4375,trat1,0,0,1,68.69924397,43349.52596,1,0,3,2
4376,trat1,0,0,0,48.76161864,45992.7172,0,0,2,2
4377,ctrl,0,0,1,61.15036088,36156.51077,1,1,2,4
4378,ctrl,0,0,0,63.21572279,49819.03262,1,1,5,2
4379,trat2,1,1,0,42.08261527,57850.12601,1,0,3,2
4380,trat1,0,0,1,61.06050886,56198.60613,0,1,5,4
4381,trat2,0,0,1,54.75096986,38913.79056,1,1,2,3
4382,trat2,0,0,0,62.99423821,45848.40186,1,1,2,2
4383,ctrl,0,0,1,48.43477152,35075.48587,0,1,2,4
4384,trat2,0,0,1,67.78133925,61411.80784,1,0,2,1
4385,trat2,1,0,1,55.46337447,35801.95761,0,1,3,2
4386,trat2,1,1,0,37.03879458,69050.85136,1,0,3,3
4387,trat2,0,0,0,48.98728889,47634.98863,0,0,3,2
4388,trat2,1,0,1,44.92455337,50172.60435,1,0,3,3
4389,trat2,1,0,0,40.33550988,37325.34052,0,0,4,3
4390,trat1,1,0,0,59.94965544,50791.87377,0,1,2,1
